Rank,Dutch,Frequency,CUMSUM,CUM%,GTInfo,Translation
526,avond,34519,152830975,93.70547611909748,"Translated(src=nl, dest=en, text=evening, pronunciation=evening, extra_data=""{'translat..."")","noun: evening, night.  adjective: vespertine.  "
527,eerlijk,34440,152865415,93.72659236596786,"Translated(src=nl, dest=en, text=honestly, pronunciation=honestly, extra_data=""{'translat..."")","adjective: honest, fair.  adverb: honestly, fairly.  "
528,fijn,34363,152899778,93.7476614017172,"Translated(src=nl, dest=en, text=nice, pronunciation=nice, extra_data=""{'translat..."")","adjective: fine, nice.  adverb: delicately, subtly.  "
529,mond,34290,152934068,93.76868567887125,"Translated(src=nl, dest=en, text=mouth, pronunciation=mouth, extra_data=""{'translat..."")","noun: mouth, opening.  "
530,buurt,34128,152968196,93.78961062873165,"Translated(src=nl, dest=en, text=neighbourhood, pronunciation=neighbourhood, extra_data=""{'translat..."")","noun: neighborhood, vicinity.  "
531,drinken,34121,153002317,93.81053128667197,"Translated(src=nl, dest=en, text=drinks, pronunciation=drinks, extra_data=""{'translat..."")","verb: drink, take a drink.  "
532,telefoon,34109,153036426,93.83144458703498,"Translated(src=nl, dest=en, text=phone, pronunciation=phone, extra_data=""{'translat..."")","noun: phone, telephone.  "
533,per,34021,153070447,93.85230393183107,"Translated(src=nl, dest=en, text=per, pronunciation=per, extra_data=""{'translat..."")","preposition: per, by.  article: a.  "
534,wapen,33855,153104302,93.87306149680775,"Translated(src=nl, dest=en, text=weapon, pronunciation=weapon, extra_data=""{'translat..."")","noun: weapon, arm.  "
535,liet,33647,153137949,93.89369153044444,"Translated(src=nl, dest=en, text=left, pronunciation=left, extra_data=""{'translat..."")","verb: let, leave.  "
536,belangrijk,33596,153171545,93.9142902943776,"Translated(src=nl, dest=en, text=important, pronunciation=important, extra_data=""{'translat..."")","adjective: important, considerable.  adverb: considerably.  "
537,kreeg,33385,153204930,93.93475968757643,"Translated(src=nl, dest=en, text=got, pronunciation=got, extra_data=""{'translat..."")","verb: get, receive.  "
538,ouders,33385,153238315,93.95522908077525,"Translated(src=nl, dest=en, text=parents, pronunciation=parents, extra_data=""{'translat..."")","noun: parents, people.  "
539,stuk,33039,153271354,93.97548633049509,"Translated(src=nl, dest=en, text=piece, pronunciation=piece, extra_data=""{'translat..."")","noun: piece, part.  adjective: broken, damaged.  "
540,rust,33029,153304383,93.99573744890048,"Translated(src=nl, dest=en, text=peace, pronunciation=peace, extra_data=""{'translat..."")","noun: rest, peace.  "
541,vandaan,32982,153337365,94.01595975012809,"Translated(src=nl, dest=en, text=from, pronunciation=from, extra_data=""{'translat..."")",preposition: from.  
542,kennen,32951,153370316,94.036163044281,"Translated(src=nl, dest=en, text=know, pronunciation=know, extra_data=""{'translat..."")",verb: know.  
543,Jezus,32823,153403139,94.0562878576093,"Translated(src=nl, dest=en, text=Jesus, pronunciation=Jesus, extra_data=""{'translat..."")",noun: Jesus.  
544,deel,32787,153435926,94.07639059820568,"Translated(src=nl, dest=en, text=part , pronunciation=part , extra_data=""{'translat..."")","noun: part, portion.  "
545,baan,32677,153468603,94.09642589434341,"Translated(src=nl, dest=en, text=track, pronunciation=track, extra_data=""{'translat..."")","noun: job, track.  "
546,kapitein,32643,153501246,94.11644034401212,"Translated(src=nl, dest=en, text=captain, pronunciation=captain, extra_data=""{'translat..."")","noun: captain, master.  "
547,erop,32639,153533885,94.13645234115505,"Translated(src=nl, dest=en, text=on top, pronunciation=on top, extra_data=""{'translat..."")",adverb: on.  
548,geluk,32608,153566493,94.15644533122327,"Translated(src=nl, dest=en, text=luck, pronunciation=luck, extra_data=""{'translat..."")","noun: happiness, luck.  "
549,dezelfde,32574,153599067,94.17641747482246,"Translated(src=nl, dest=en, text=the same, pronunciation=the same, extra_data=""{'translat..."")","pronoun: same, such.  adjective: one.  adverb: ditto.  "
550,overal,32472,153631539,94.19632707901454,"Translated(src=nl, dest=en, text=everywhere, pronunciation=everywhere, extra_data=""{'translat..."")","adverb: everywhere, anywhere.  "
551,schip,32453,153663992,94.21622503370921,"Translated(src=nl, dest=en, text=ship, pronunciation=ship, extra_data=""{'translat..."")","noun: ship, seacraft.  "
552,heren,32312,153696304,94.23603653687053,"Translated(src=nl, dest=en, text=Men, pronunciation=Men, extra_data=""{'translat..."")",noun: Gentlemen.  
553,gegeven,32287,153728591,94.2558327117458,"Translated(src=nl, dest=en, text=given, pronunciation=given, extra_data=""{'translat..."")",adjective: given.  
554,anderen,32206,153760797,94.27557922297423,"Translated(src=nl, dest=en, text=others, pronunciation=others, extra_data=""{'translat..."")",others
555,zeer,32044,153792841,94.29522640690904,"Translated(src=nl, dest=en, text=very, pronunciation=very, extra_data=""{'translat..."")","adjective: very, highly.  adverb: very, most.  noun: sore, pain.  "
556,langs,32032,153824873,94.31486623326654,"Translated(src=nl, dest=en, text=by, pronunciation=by, extra_data=""{'translat..."")","adverb: along, lengthwise.  preposition: along, by.  "
557,mam,31998,153856871,94.33448521315499,"Translated(src=nl, dest=en, text=mom, pronunciation=mom, extra_data=""{'translat..."")","noun: mom, mam.  "
558,recht,31928,153888799,94.3540612738425,"Translated(src=nl, dest=en, text=straight, pronunciation=straight, extra_data=""{'translat..."")","adjective: right, straight.  adverb: right, straight.  noun: right, law.  "
559,lichaam,31885,153920684,94.37361096987799,"Translated(src=nl, dest=en, text=body, pronunciation=body, extra_data=""{'translat..."")",noun: body.  
560,aardig,31646,153952330,94.39301412749879,"Translated(src=nl, dest=en, text=friendly, pronunciation=friendly, extra_data=""{'translat..."")","adjective: nice, pretty.  adverb: nicely, prettily.  "
561,vertrouwen,31620,153983950,94.41240134370209,"Translated(src=nl, dest=en, text=to trust, pronunciation=to trust, extra_data=""{'translat..."")","noun: confidence, trust.  verb: trust, rely.  "
562,ermee,31601,154015551,94.43177691040798,"Translated(src=nl, dest=en, text=with it, pronunciation=with it, extra_data=""{'translat..."")",with it
563,neemt,31477,154047028,94.45107644881504,"Translated(src=nl, dest=en, text=takes, pronunciation=takes, extra_data=""{'translat..."")","verb: take, reach.  "
564,vanaf,31271,154078299,94.470249682145,"Translated(src=nl, dest=en, text=from, pronunciation=from, extra_data=""{'translat..."")","preposition: from, since.  "
565,vaak,31240,154109539,94.48940390840025,"Translated(src=nl, dest=en, text=often, pronunciation=often, extra_data=""{'translat..."")","adverb: often, frequently.  noun: sleepiness.  "
566,boek,31206,154140745,94.50853728818647,"Translated(src=nl, dest=en, text=book, pronunciation=book, extra_data=""{'translat..."")","noun: book, omnibus.  "
567,mezelf,31118,154171863,94.52761671240577,"Translated(src=nl, dest=en, text=myself, pronunciation=myself, extra_data=""{'translat..."")",pronoun: myself.  
568,zetten,31107,154202970,94.5466893921792,"Translated(src=nl, dest=en, text=to make, pronunciation=to make, extra_data=""{'translat..."")","verb: put, set.  "
569,stil,30859,154233829,94.56561001535496,"Translated(src=nl, dest=en, text=quiet, pronunciation=quiet, extra_data=""{'translat..."")","adjective: quiet, still.  adverb: quietly, noiselessly.  "
570,ok,30848,154264677,94.58452389408485,"Translated(src=nl, dest=en, text=OK, pronunciation=OK, extra_data=""{'translat..."")",noun: OK.  
571,kerel,30834,154295511,94.60342918897456,"Translated(src=nl, dest=en, text=dude, pronunciation=dude, extra_data=""{'translat..."")","noun: guy, fellow.  "
572,betalen,30796,154326307,94.62231118486946,"Translated(src=nl, dest=en, text=Pay, pronunciation=Pay, extra_data=""{'translat..."")","verb: pay, pay off.  "
573,geval,30775,154357082,94.64118030500408,"Translated(src=nl, dest=en, text=case, pronunciation=case, extra_data=""{'translat..."")","noun: case, occasion.  "
574,miljoen,30712,154387794,94.66001079785784,"Translated(src=nl, dest=en, text=million, pronunciation=million, extra_data=""{'translat..."")",: million.  
575,tweede,30561,154418355,94.67874870786382,"Translated(src=nl, dest=en, text=second, pronunciation=second, extra_data=""{'translat..."")","adjective: second, another.  : second.  "
576,haat,30549,154448904,94.69747926029248,"Translated(src=nl, dest=en, text=hate, pronunciation=hate, extra_data=""{'translat..."")","noun: hate, hatred.  "
577,hard,30499,154479403,94.71617915614904,"Translated(src=nl, dest=en, text=hard, pronunciation=hard, extra_data=""{'translat..."")","adjective: hard, loud.  adverb: hard, harshly.  "
578,inderdaad,30226,154509629,94.73471166712187,"Translated(src=nl, dest=en, text=indeed, pronunciation=indeed, extra_data=""{'translat..."")","adverb: indeed, actually.  "
579,woord,30206,154539835,94.75323191546586,"Translated(src=nl, dest=en, text=word, pronunciation=word, extra_data=""{'translat..."")","noun: word, term.  "
580,stond,30190,154570025,94.77174235370677,"Translated(src=nl, dest=en, text=was standing, pronunciation=was standing, extra_data=""{'translat..."")","noun: time, hour.  "
581,hond,29912,154599937,94.79008234140673,"Translated(src=nl, dest=en, text=dog, pronunciation=dog, extra_data=""{'translat..."")","noun: dog, hound.  "
582,straks,29735,154629672,94.80831380484143,"Translated(src=nl, dest=en, text=soon, pronunciation=soon, extra_data=""{'translat..."")",adverb: anon.  
583,weken,29627,154659299,94.82647905008037,"Translated(src=nl, dest=en, text=to soften, pronunciation=to soften, extra_data=""{'translat..."")","verb: soak, steep.  "
584,film,29474,154688773,94.84455048620865,"Translated(src=nl, dest=en, text=movie, pronunciation=movie, extra_data=""{'translat..."")","noun: film, movie.  "
585,antwoord,29338,154718111,94.86253853646078,"Translated(src=nl, dest=en, text=answer, pronunciation=answer, extra_data=""{'translat..."")","noun: answer, reply.  "
586,veranderen,29318,154747429,94.88051432408406,"Translated(src=nl, dest=en, text=change, pronunciation=change, extra_data=""{'translat..."")","verb: change, alter.  "
587,licht,29313,154776742,94.89848704605014,"Translated(src=nl, dest=en, text=light, pronunciation=light, extra_data=""{'translat..."")","adjective: light, mild.  noun: light, clear.  adverb: slightly, lightly.  "
588,houd,29253,154805995,94.91642298012967,"Translated(src=nl, dest=en, text=loves, pronunciation=loves, extra_data=""{'translat..."")","verb: keep, hold.  "
589,pa,29099,154835094,94.93426449196711,"Translated(src=nl, dest=en, text=dad, pronunciation=dad, extra_data=""{'translat..."")","noun: dad, papa.  "
590,tijdens,29074,154864168,94.95209067551849,"Translated(src=nl, dest=en, text=during the day, pronunciation=during the day, extra_data=""{'translat..."")",during the day
591,lieverd,29053,154893221,94.96990398330959,"Translated(src=nl, dest=en, text=darling, pronunciation=darling, extra_data=""{'translat..."")","noun: darling, poppet.  "
592,liever,29048,154922269,94.98771422544347,"Translated(src=nl, dest=en, text=rather, pronunciation=rather, extra_data=""{'translat..."")","adverb: rather, preferably.  "
593,kwaad,29008,154951277,95.00549994231966,"Translated(src=nl, dest=en, text=pissed off, pronunciation=pissed off, extra_data=""{'translat..."")","adjective: evil, angry.  noun: evil, harm.  adverb: amiss, badly.  "
594,ontmoet,28999,154980276,95.02328014101288,"Translated(src=nl, dest=en, text=meet, pronunciation=meet, extra_data=""{'translat..."")","verb: meet, encounter.  "
595,nergens,28867,155009143,95.04097940635572,"Translated(src=nl, dest=en, text=nowhere, pronunciation=nowhere, extra_data=""{'translat..."")",adverb: nowhere.  
596,gebruikt,28843,155037986,95.05866395654395,"Translated(src=nl, dest=en, text=used, pronunciation=used, extra_data=""{'translat..."")","adjective: used, hand-me-down.  "
597,schatje,28667,155066653,95.07624059559834,"Translated(src=nl, dest=en, text=baby, pronunciation=baby, extra_data=""{'translat..."")",noun: love.  
598,verloren,28643,155095296,95.09380251949813,"Translated(src=nl, dest=en, text=lost, pronunciation=lost, extra_data=""{'translat..."")",adjective: lost.  
599,koning,28627,155123923,95.11135463329482,"Translated(src=nl, dest=en, text=king, pronunciation=king, extra_data=""{'translat..."")","noun: king, monarch.  "
600,nieuw,28626,155152549,95.12890613396009,"Translated(src=nl, dest=en, text=new, pronunciation=new, extra_data=""{'translat..."")","adjective: new, novel.  "
601,elk,28596,155181145,95.14643924068208,"Translated(src=nl, dest=en, text=each, pronunciation=each, extra_data=""{'translat..."")","pronoun: each, any.  adjective: every, all.  adverb: apiece.  "
602,erin,28567,155209712,95.16395456659225,"Translated(src=nl, dest=en, text=in it, pronunciation=in it, extra_data=""{'translat..."")",in it
603,ontmoeten,28519,155238231,95.18144046219321,"Translated(src=nl, dest=en, text=Meet, pronunciation=Meet, extra_data=""{'translat..."")","verb: meet, encounter.  "
604,vechten,28506,155266737,95.1989183870854,"Translated(src=nl, dest=en, text=to fight, pronunciation=to fight, extra_data=""{'translat..."")","verb: fight, battle.  "
605,voorzichtig,28378,155295115,95.21631783115299,"Translated(src=nl, dest=en, text=carefully, pronunciation=carefully, extra_data=""{'translat..."")","adjective: careful, cautious.  adverb: carefully, gently.  "
606,geworden,28370,155323485,95.23371237016904,"Translated(src=nl, dest=en, text=become, pronunciation=become, extra_data=""{'translat..."")","verb: be, become.  "
607,enkel,28204,155351689,95.25100512936568,"Translated(src=nl, dest=en, text=only, pronunciation=only, extra_data=""{'translat..."")","adjective: only, single.  adverb: only, just.  noun: ankle, ancle.  "
608,kwijt,28134,155379823,95.26825496936137,"Translated(src=nl, dest=en, text=lost, pronunciation=lost, extra_data=""{'translat..."")",adjective: lost.  
609,noemen,28031,155407854,95.2854416568185,"Translated(src=nl, dest=en, text=to call, pronunciation=to call, extra_data=""{'translat..."")","verb: call, mention.  "
610,valt,27984,155435838,95.30259952709785,"Translated(src=nl, dest=en, text=fall, pronunciation=fall, extra_data=""{'translat..."")","verb: fall, drop.  "
611,prachtig,27978,155463816,95.31975371858856,"Translated(src=nl, dest=en, text=beautiful, pronunciation=beautiful, extra_data=""{'translat..."")","adjective: wonderful, magnificent.  adverb: superbly, gorgeously.  phrase: up to the nines.  "
612,rijden,27944,155491760,95.33688706361022,"Translated(src=nl, dest=en, text=to drive, pronunciation=to drive, extra_data=""{'translat..."")","verb: ride, drive away.  "
613,zin,27837,155519597,95.35395480356756,"Translated(src=nl, dest=en, text=sentence, pronunciation=sentence, extra_data=""{'translat..."")","noun: sense, sentence.  "
614,hield,27783,155547380,95.37098943442702,"Translated(src=nl, dest=en, text=loved, pronunciation=loved, extra_data=""{'translat..."")","verb: keep, hold.  "
615,daarna,27523,155574903,95.38786465111151,"Translated(src=nl, dest=en, text=then, pronunciation=then, extra_data=""{'translat..."")","adverb: then, after.  conjunction: whereupon, whereat.  "
616,mens,27427,155602330,95.40468100717753,"Translated(src=nl, dest=en, text=man, pronunciation=man, extra_data=""{'translat..."")","noun: man, person.  "
617,schieten,27073,155629403,95.42128031471302,"Translated(src=nl, dest=en, text=shoot, pronunciation=shoot, extra_data=""{'translat..."")","verb: shoot, fire.  "
618,grappig,27044,155656447,95.43786184143667,"Translated(src=nl, dest=en, text=funny, pronunciation=funny, extra_data=""{'translat..."")","adjective: funny, comic.  adverb: facetiously, pleasantly.  "
619,stap,26802,155683249,95.45429499035131,"Translated(src=nl, dest=en, text=step, pronunciation=step, extra_data=""{'translat..."")","noun: step, move.  "
620,zichzelf,26750,155709999,95.47069625643095,"Translated(src=nl, dest=en, text=himself, pronunciation=himself, extra_data=""{'translat..."")","pronoun: himself, themselves.  "
621,kantoor,26717,155736716,95.487077289173,"Translated(src=nl, dest=en, text=office, pronunciation=office, extra_data=""{'translat..."")","noun: office, bureau.  "
622,wapens,26652,155763368,95.5034184683713,"Translated(src=nl, dest=en, text=weapons, pronunciation=weapons, extra_data=""{'translat..."")","noun: weapon, arm.  "
623,normaal,26650,155790018,95.51975842130672,"Translated(src=nl, dest=en, text=normal, pronunciation=normal, extra_data=""{'translat..."")","adjective: normal, standard.  "
624,slechte,26611,155816629,95.53607446211589,"Translated(src=nl, dest=en, text=poor, pronunciation=poor, extra_data=""{'translat..."")","adjective: bad, evil.  "
625,maakte,26600,155843229,95.5523837584792,"Translated(src=nl, dest=en, text=made, pronunciation=made, extra_data=""{'translat..."")","verb: make, do.  "
626,moord,26566,155869795,95.56867220837346,"Translated(src=nl, dest=en, text=murder, pronunciation=murder, extra_data=""{'translat..."")","noun: murder, assassination.  "
627,gebeld,26509,155896304,95.58492570977552,"Translated(src=nl, dest=en, text=called, pronunciation=called, extra_data=""{'translat..."")","verb: dial, clang.  "
628,ervoor,26424,155922728,95.601127095005,"Translated(src=nl, dest=en, text=before, pronunciation=before, extra_data=""{'translat..."")",before
629,ten,26269,155948997,95.61723344486093,"Translated(src=nl, dest=en, text=at, pronunciation=at, extra_data=""{'translat..."")",at
630,heer,26242,155975239,95.63332324016791,"Translated(src=nl, dest=en, text=gentleman, pronunciation=gentleman, extra_data=""{'translat..."")","noun: lord, gentleman.  "
631,loopt,26221,156001460,95.64940015971462,"Translated(src=nl, dest=en, text=walks, pronunciation=walks, extra_data=""{'translat..."")","verb: walk, run.  "
632,einde,26138,156027598,95.6654261893516,"Translated(src=nl, dest=en, text=end, pronunciation=end, extra_data=""{'translat..."")","noun: end, ending.  adverb: in fine.  "
633,gegaan,26104,156053702,95.68143137251957,"Translated(src=nl, dest=en, text=gone, pronunciation=gone, extra_data=""{'translat..."")","verb: go, proceed.  "
634,gang,26099,156079801,95.69743349003032,"Translated(src=nl, dest=en, text=hallway, pronunciation=hallway, extra_data=""{'translat..."")","noun: corridor, walk.  "
635,vertelde,26079,156105880,95.71342334491223,"Translated(src=nl, dest=en, text=told, pronunciation=told, extra_data=""{'translat..."")","verb: tell, relate.  "
636,spel,25676,156131556,95.7291661078229,"Translated(src=nl, dest=en, text=game, pronunciation=game, extra_data=""{'translat..."")","noun: game, play.  "
637,informatie,25674,156157230,95.74490764447071,"Translated(src=nl, dest=en, text=information, pronunciation=information, extra_data=""{'translat..."")","noun: information, conversance.  "
638,frank,25625,156182855,95.76061913767785,"Translated(src=nl, dest=en, text=frank, pronunciation=frank, extra_data=""{'translat..."")",frank
639,dames,25561,156208416,95.77629139047268,"Translated(src=nl, dest=en, text=ladies, pronunciation=ladies, extra_data=""{'translat..."")",adjective: lady's.  
640,naartoe,25478,156233894,95.79191275335779,"Translated(src=nl, dest=en, text=to, pronunciation=to, extra_data=""{'translat..."")","preposition: to, towards.  "
641,allebei,25469,156259363,95.80752859805995,"Translated(src=nl, dest=en, text=both, pronunciation=both, extra_data=""{'translat..."")",adjective: both.  
642,leg,25435,156284798,95.82312359629304,"Translated(src=nl, dest=en, text=put, pronunciation=put, extra_data=""{'translat..."")",noun: lay.  
643,acht,25262,156310060,95.83861252278665,"Translated(src=nl, dest=en, text=eight, pronunciation=eight, extra_data=""{'translat..."")","noun: eight, attention.  : eight.  "
644,pap,25250,156335310,95.85409409170295,"Translated(src=nl, dest=en, text=dad, pronunciation=dad, extra_data=""{'translat..."")","noun: porridge, pap.  "
645,seks,25173,156360483,95.86952844949819,"Translated(src=nl, dest=en, text=sex, pronunciation=sex, extra_data=""{'translat..."")","noun: sex, pork.  "
646,minder,25151,156385634,95.88494931840171,"Translated(src=nl, dest=en, text=fewer, pronunciation=fewer, extra_data=""{'translat..."")","adjective: less, lesser.  adverb: less.  "
647,gevoel,25137,156410771,95.90036160346503,"Translated(src=nl, dest=en, text=feeling, pronunciation=feeling, extra_data=""{'translat..."")","noun: feeling, sense.  "
648,trouwen,25044,156435815,95.91571686730423,"Translated(src=nl, dest=en, text=Marry, pronunciation=Marry, extra_data=""{'translat..."")","verb: marry, wed.  "
649,nogal,25035,156460850,95.93106661296045,"Translated(src=nl, dest=en, text=quite, pronunciation=quite, extra_data=""{'translat..."")","adverb: rather, quite.  adjective: sufficient.  "
650,eh,25007,156485857,95.94639919093628,"Translated(src=nl, dest=en, text=er, pronunciation=er, extra_data=""{'translat..."")",er
651,voelen,24924,156510781,95.96168087900242,"Translated(src=nl, dest=en, text=to feel, pronunciation=to feel, extra_data=""{'translat..."")","verb: feel, sense.  "
652,begint,24760,156535541,95.97686201351202,"Translated(src=nl, dest=en, text=begins, pronunciation=begins, extra_data=""{'translat..."")","verb: start, begin.  "
653,plezier,24708,156560249,95.99201126518662,"Translated(src=nl, dest=en, text=pleasure, pronunciation=pleasure, extra_data=""{'translat..."")","noun: fun, pleasure.  "
654,meisjes,24686,156584935,96.0071470279695,"Translated(src=nl, dest=en, text=girls, pronunciation=girls, extra_data=""{'translat..."")","adjective: girlish, maiden.  "
655,stuur,24661,156609596,96.02226746246632,"Translated(src=nl, dest=en, text=send, pronunciation=send, extra_data=""{'translat..."")","noun: steering wheel, handlebar.  "
656,foto,24485,156634081,96.03727998582931,"Translated(src=nl, dest=en, text=photo, pronunciation=photo, extra_data=""{'translat..."")","noun: photo, photograph.  "
657,vreemd,24462,156658543,96.05227840716913,"Translated(src=nl, dest=en, text=foreign, pronunciation=foreign, extra_data=""{'translat..."")","adjective: strange, foreign.  adverb: strangely, oddly.  "
658,zomaar,24284,156682827,96.06716769111223,"Translated(src=nl, dest=en, text=just like that, pronunciation=just like that, extra_data=""{'translat..."")",adverb: overnight.  
659,verkeerd,24278,156707105,96.08205329626668,"Translated(src=nl, dest=en, text=wrong, pronunciation=wrong, extra_data=""{'translat..."")","adjective: wrong, incorrect.  adverb: wrong, wrongly.  "
660,zeven,24259,156731364,96.09692725192373,"Translated(src=nl, dest=en, text=seven, pronunciation=seven, extra_data=""{'translat..."")","verb: sieve, screen.  "
661,lucht,24202,156755566,96.11176625908857,"Translated(src=nl, dest=en, text=sky, pronunciation=sky, extra_data=""{'translat..."")","noun: air, sky.  "
662,grond,24177,156779743,96.12658993796735,"Translated(src=nl, dest=en, text=ground, pronunciation=ground, extra_data=""{'translat..."")","noun: ground, floor.  "
663,leeft,24157,156803900,96.1414013542173,"Translated(src=nl, dest=en, text=lives, pronunciation=lives, extra_data=""{'translat..."")","verb: live, exist.  "
664,nam,24117,156828017,96.15618824520953,"Translated(src=nl, dest=en, text=took, pronunciation=took, extra_data=""{'translat..."")","verb: take, reach.  "
665,pardon,24108,156852125,96.17096961801882,"Translated(src=nl, dest=en, text=excuse me, pronunciation=excuse me, extra_data=""{'translat..."")","interjection: Excuse me!, I beg your pardon!.  "
666,verwacht,24104,156876229,96.1857485383023,"Translated(src=nl, dest=en, text=expected, pronunciation=expected, extra_data=""{'translat..."")","verb: expect, anticipate.  "
667,kopen,24100,156900329,96.20052500606005,"Translated(src=nl, dest=en, text=to buy, pronunciation=to buy, extra_data=""{'translat..."")","verb: buy, purchase.  "
668,koffie,24099,156924428,96.21530086068633,"Translated(src=nl, dest=en, text=coffee, pronunciation=coffee, extra_data=""{'translat..."")",noun: coffee.  
669,onderzoek,24067,156948495,96.23005709510647,"Translated(src=nl, dest=en, text=research, pronunciation=research, extra_data=""{'translat..."")","noun: research, investigation.  "
670,gesproken,24049,156972544,96.24480229316065,"Translated(src=nl, dest=en, text=spoken, pronunciation=spoken, extra_data=""{'translat..."")","verb: speak, talk.  "
671,herinner,23992,156996536,96.25951254272262,"Translated(src=nl, dest=en, text=remember, pronunciation=remember, extra_data=""{'translat..."")","verb: remember, remind.  "
672,idioot,23990,157020526,96.27422156602171,"Translated(src=nl, dest=en, text=idiot, pronunciation=idiot, extra_data=""{'translat..."")","noun: idiot, fool.  adjective: idiotic, foolish.  "
673,ziekenhuis,23934,157044460,96.28889625396003,"Translated(src=nl, dest=en, text=Hopital, pronunciation=Hopital, extra_data=""{'translat..."")","noun: hospital, infirmary.  "
674,daarmee,23910,157068370,96.30355622674374,"Translated(src=nl, dest=en, text=with that, pronunciation=with that, extra_data=""{'translat..."")",adverb: therewith.  
675,shit,23893,157092263,96.31820577629293,"Translated(src=nl, dest=en, text=shit, pronunciation=shit, extra_data=""{'translat..."")",shit
676,eindelijk,23795,157116058,96.33279523896078,"Translated(src=nl, dest=en, text=Finally, pronunciation=Finally, extra_data=""{'translat..."")","adverb: finally, ultimately.  "
677,perfect,23781,157139839,96.34737611778844,"Translated(src=nl, dest=en, text=perfect, pronunciation=perfect, extra_data=""{'translat..."")",adjective: perfect.  
678,goeie,23729,157163568,96.36192511378111,"Translated(src=nl, dest=en, text=good, pronunciation=good, extra_data=""{'translat..."")",good
679,gisteren,23708,157187276,96.37646123401349,"Translated(src=nl, dest=en, text=yesterday, pronunciation=yesterday, extra_data=""{'translat..."")",adverb: yesterday.  noun: yesterday.  
680,aarde,23690,157210966,96.39098631787991,"Translated(src=nl, dest=en, text=soil, pronunciation=soil, extra_data=""{'translat..."")","noun: earth, soil.  "
681,contact,23680,157234646,96.4055052704319,"Translated(src=nl, dest=en, text=Contact, pronunciation=Contact, extra_data=""{'translat..."")","noun: contact, touch.  adjective: contracted.  "
682,zus,23673,157258319,96.42001993106379,"Translated(src=nl, dest=en, text=sister, pronunciation=sister, extra_data=""{'translat..."")","noun: sister, sibling.  adverb: so, thus.  "
683,erbij,23655,157281974,96.43452355532973,"Translated(src=nl, dest=en, text=there, pronunciation=there, extra_data=""{'translat..."")",there
684,beschermen,23651,157305625,96.44902472706991,"Translated(src=nl, dest=en, text=to protect, pronunciation=to protect, extra_data=""{'translat..."")","verb: protect, safeguard.  "
685,gevangenis,23604,157329229,96.4634970816323,"Translated(src=nl, dest=en, text=jail, pronunciation=jail, extra_data=""{'translat..."")","noun: prison, jail.  "
686,persoon,23532,157352761,96.47792529073084,"Translated(src=nl, dest=en, text=person, pronunciation=person, extra_data=""{'translat..."")","noun: person, man.  "
687,winnen,23527,157376288,96.49235043417218,"Translated(src=nl, dest=en, text=to win, pronunciation=to win, extra_data=""{'translat..."")","verb: win, gain.  "
688,kracht,23416,157399704,96.50670752002343,"Translated(src=nl, dest=en, text=power, pronunciation=power, extra_data=""{'translat..."")","noun: force, power.  "
689,ziek,23388,157423092,96.52104743819429,"Translated(src=nl, dest=en, text=sick, pronunciation=sick, extra_data=""{'translat..."")","adjective: sick, ill.  "
690,omhoog,23384,157446476,96.53538490383939,"Translated(src=nl, dest=en, text=upwards, pronunciation=upwards, extra_data=""{'translat..."")","adverb: up, upwards.  "
691,beloof,23372,157469848,96.54971501190717,"Translated(src=nl, dest=en, text=promise, pronunciation=promise, extra_data=""{'translat..."")","verb: promise, make a promise.  "
692,gebruik,23324,157493172,96.56401568966574,"Translated(src=nl, dest=en, text=usage, pronunciation=usage, extra_data=""{'translat..."")","noun: use, using.  "
693,hoezo,23305,157516477,96.5783047179269,"Translated(src=nl, dest=en, text=how so, pronunciation=how so, extra_data=""{'translat..."")",adverb: why.  conjunction: why.  
694,degene,23190,157539667,96.5925232360722,"Translated(src=nl, dest=en, text=the one, pronunciation=the one, extra_data=""{'translat..."")",the one
695,trek,23142,157562809,96.60671232390827,"Translated(src=nl, dest=en, text=pull, pronunciation=pull, extra_data=""{'translat..."")","noun: pull, draw.  "
696,meen,23131,157585940,96.62089466729849,"Translated(src=nl, dest=en, text=mean, pronunciation=mean, extra_data=""{'translat..."")","verb: believe, think.  "
697,enkele,23120,157609060,96.63507026624283,"Translated(src=nl, dest=en, text=couple of, pronunciation=couple of, extra_data=""{'translat..."")",adverb: a few.  
698,getrouwd,23101,157632161,96.64923421568977,"Translated(src=nl, dest=en, text=married, pronunciation=married, extra_data=""{'translat..."")","adjective: married, hitched.  "
699,gevraagd,23036,157655197,96.66335831159297,"Translated(src=nl, dest=en, text=requested, pronunciation=requested, extra_data=""{'translat..."")","adjective: wanted, sought-after.  "
700,verdomde,22976,157678173,96.67744561960964,"Translated(src=nl, dest=en, text=damn, pronunciation=damn, extra_data=""{'translat..."")",adjective: damned.  
701,hierheen,22953,157701126,96.69151882560314,"Translated(src=nl, dest=en, text=over here, pronunciation=over here, extra_data=""{'translat..."")","adjective: hither.  adverb: here, this way.  "
702,punt,22940,157724066,96.70558406088789,"Translated(src=nl, dest=en, text=point, pronunciation=point, extra_data=""{'translat..."")","noun: point, dot.  abbreviation: pt..  "
703,toekomst,22866,157746932,96.7196039244459,"Translated(src=nl, dest=en, text=future, pronunciation=future, extra_data=""{'translat..."")","noun: future, hereafter.  "
