,Dutch,Frequency,SpaCy_POS,SpaCy_Tag,POS,Translation
3217,inclusief,3228,ADJ,ADJ|vrij|basis|zonder,Adjective,inclusive
3218,gif,3228,NOUN,N|soort|ev|basis|onz|stan,Noun,poison
3219,verzinnen,3226,VERB,WW|pv|tgw|mv,Verb,invent
3220,satelliet,3225,NOUN,N|soort|ev|basis|zijd|stan,Noun,satellite
3221,betekenis,3224,NOUN,N|soort|ev|basis|zijd|stan,Noun,meaning
3222,motoren,3223,NOUN,N|soort|mv|basis,Noun,engines
3223,aard,3222,NOUN,N|soort|ev|basis|zijd|stan,Noun,earth
3224,paleis,3222,NOUN,N|soort|ev|basis|onz|stan,Noun,palace
3225,hoeren,3219,NOUN,N|soort|mv|basis,Noun,whores
3226,wachtte,3218,VERB,WW|pv|verl|ev,Verb,waited
3227,bewijst,3215,VERB,WW|pv|tgw|met-t,Verb,proves
3228,vullen,3215,VERB,WW|pv|tgw|mv,Verb,to fill
3229,slimmer,3214,ADJ,ADJ|vrij|comp|zonder,Adjective,smarter
3230,ondergoed,3212,NOUN,N|soort|ev|basis|onz|stan,Noun,underwear
3231,uitvoeren,3208,VERB,WW|inf|vrij|zonder,Verb,to carry out
3232,overnemen,3206,VERB,WW|inf|vrij|zonder,Verb,to take over
3233,uitkomen,3206,VERB,WW|inf|vrij|zonder,Verb,Hatch
3234,Jessica,3204,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Jessica
3235,hoofdkwartier,3202,NOUN,N|soort|ev|basis|onz|stan,Noun,headquarters
3236,goedemiddag,3202,NOUN,N|soort|ev|basis|zijd|stan,Noun,Good afternoon
3237,computers,3201,NOUN,N|soort|mv|basis,Noun,computers
3238,getraind,3199,VERB,WW|vd|vrij|zonder,Verb,trained
3239,rollen,3198,NOUN,N|soort|mv|basis,Noun,roll
3240,leidde,3198,VERB,WW|pv|verl|ev,Verb,led
3241,longen,3196,NOUN,N|soort|mv|basis,Noun,lungs
3242,shuttle,3194,SYM,SPEC|vreemd,Symbol,shuttle
3243,duiken,3191,VERB,WW|pv|tgw|mv,Verb,to dive
3244,it,3190,SYM,WW|pv|tgw|ev,Symbol,it
3245,scan,3190,VERB,WW|pv|tgw|met-t,Verb,scan
3246,tenslotte,3189,ADV,BW,Adverb,finally
3247,dure,3186,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,expensive
3248,middelen,3185,NOUN,N|soort|mv|basis,Noun,resources
3249,raketten,3182,NOUN,N|soort|mv|basis,Noun,rockets
3250,bewustzijn,3181,NOUN,N|soort|ev|basis|zijd|stan,Noun,conscience
3251,Hitler,3181,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Hitler
3252,stok,3180,NOUN,N|soort|ev|basis|onz|stan,Noun,stick
3253,betrapt,3180,VERB,WW|pv|tgw|met-t,Verb,got caught
3254,Walker,3180,NOUN,BW,Noun,Walker
3255,brandt,3176,VERB,WW|pv|tgw|met-t,Verb,burns
3256,datum,3176,NOUN,N|soort|ev|basis|zijd|stan,Noun,date
3257,wijf,3175,NOUN,N|soort|ev|basis|onz|stan,Noun,woman
3258,zielen,3174,VERB,WW|inf|vrij|zonder,Verb,souls
3259,kreng,3170,NOUN,N|soort|ev|basis|zijd|stan,Noun,bitch
3260,ogenblikje,3168,NOUN,N|soort|ev|dim|onz|stan,Noun,just a moment
3261,morgenvroeg,3166,VERB,WW|pv|verl|ev,Verb,tomorrow morning
3262,federale,3163,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,federal
3263,opgeblazen,3162,VERB,WW|vd|vrij|zonder,Verb,blown up
3264,halt,3161,VERB,WW|pv|tgw|met-t,Verb,halt
3265,gele,3160,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,yellow
3266,woensdag,3158,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Wednesday
3267,mobiele,3155,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,mobile
3268,eerlijke,3154,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,honest
3269,ingehuurd,3151,VERB,WW|vd|vrij|zonder,Verb,hired
3270,mulder,3151,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Mulder
3271,geladen,3149,VERB,WW|vd|vrij|zonder,Verb,loaded
3272,biedt,3148,VERB,WW|pv|tgw|met-t,Verb,offers
3273,bijt,3147,NOUN,N|soort|ev|basis|onz|stan,Noun,bite
3274,koe,3144,PROPN,VZ|versm,Proper noun,cow
3275,etentje,3141,PROPN,N|soort|ev|dim|onz|stan,Proper noun,dinner
3276,bijeenkomst,3140,NOUN,N|soort|ev|basis|zijd|stan,Noun,meeting
3277,katten,3139,NOUN,N|soort|mv|basis,Noun,cats
3278,vrijen,3134,VERB,WW|inf|vrij|zonder,Verb,making out
3279,kwart,3134,NOUN,N|soort|ev|basis|onz|stan,Noun,quarter
3280,coma,3134,NOUN,N|soort|ev|basis|zijd|stan,Noun,coma
3281,concentreer,3134,NOUN,N|soort|ev|basis|onz|stan,Noun,concentrate
3282,snappen,3132,VERB,WW|pv|tgw|mv,Verb,understanding
3283,link,3131,NOUN,N|soort|ev|basis|zijd|stan,Noun,link
3284,aanklager,3130,NOUN,N|soort|ev|basis|zijd|stan,Noun,prosecutor
3285,braaf,3125,NOUN,N|soort|ev|basis|zijd|stan,Noun,Well behaved
3286,veiliger,3123,VERB,ADJ|vrij|comp|zonder,Verb,safer
3287,beheersen,3120,VERB,WW|pv|tgw|mv,Verb,control
3288,buitenlandse,3119,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,foreign
3289,plant,3119,NOUN,N|soort|ev|basis|zijd|stan,Noun,plant
3290,vloog,3118,VERB,WW|pv|verl|ev,Verb,flew
3291,Miami,3117,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Miami
3292,Sydney,3116,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Sydney
3293,slaaf,3115,NOUN,N|soort|ev|basis|zijd|stan,Noun,slave
3294,nl.,3114,X,SPEC|afk,Other,NL.
3295,slaven,3114,NOUN,N|soort|ev|basis|onz|stan,Noun,slaves
3296,zeep,3113,NOUN,N|soort|ev|basis|zijd|stan,Noun,soap
3297,bloeden,3112,NOUN,N|soort|mv|basis,Noun,bleed
3298,spelers,3111,NOUN,N|soort|mv|basis,Noun,players
3299,arresteer,3110,NOUN,N|soort|ev|basis|onz|stan,Noun,arrest
3300,sector,3109,NOUN,N|soort|ev|basis|zijd|stan,Noun,sector
3301,coördinaten,3108,NOUN,N|soort|mv|basis,Noun,coordinates
3302,overeen,3108,ADV,BW,Adverb,agree
3303,zout,3107,ADJ,ADJ|vrij|basis|zonder,Adjective,salty
3304,ofzo,3107,NOUN,N|soort|ev|basis|onz|stan,Noun,or something
3305,kleiner,3105,ADJ,ADJ|vrij|comp|zonder,Adjective,smaller
3306,traditie,3104,NOUN,N|soort|ev|basis|zijd|stan,Noun,tradition
3307,konijn,3104,NOUN,N|soort|ev|basis|zijd|stan,Noun,rabbit
3308,symbool,3102,NOUN,N|soort|ev|basis|onz|stan,Noun,symbol
3309,ondervragen,3101,VERB,WW|pv|tgw|mv,Verb,interrogate
3310,creëren,3099,VERB,WW|pv|tgw|mv,Verb,to create
3311,afgewezen,3096,VERB,WW|vd|vrij|zonder,Verb,turned down
3312,politieagent,3093,NOUN,N|soort|ev|basis|onz|stan,Noun,cop
3313,borg,3093,NOUN,N|soort|ev|basis|zijd|stan,Noun,deposit
3314,zorgde,3092,VERB,WW|pv|verl|ev,Verb,took care
3315,documenten,3092,NOUN,N|soort|mv|basis,Noun,documents
3316,voorzien,3092,VERB,WW|vd|vrij|zonder,Verb,provided
3317,Grant,3090,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Grant
3318,vervolgens,3085,ADV,BW,Adverb,thereafter
3319,kliniek,3085,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,clinic
3320,vergeleken,3085,VERB,WW|vd|vrij|zonder,Verb,compared
3321,vredesnaam,3084,NOUN,N|soort|ev|basis|zijd|stan,Noun,for heaven's sake
3322,oppakken,3082,VERB,WW|inf|vrij|zonder,Verb,picking up
3323,vroegen,3078,VERB,WW|pv|verl|mv,Verb,asked
3324,defensie,3078,NOUN,N|soort|ev|basis|zijd|stan,Noun,defence
3325,info,3076,NOUN,N|soort|ev|basis|zijd|stan,Noun,info
3326,cadeautje,3075,NOUN,N|soort|ev|dim|onz|stan,Noun,present
3327,kwade,3074,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,evil
3328,eeuwige,3074,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,eternal
3329,flinke,3074,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,big ones
3330,staren,3074,NOUN,N|soort|mv|basis,Noun,stare
3331,combinatie,3074,NOUN,N|soort|ev|basis|zijd|stan,Noun,combination
3332,opblazen,3069,NOUN,N|soort|mv|basis,Noun,to blow up
3333,zoektocht,3066,NOUN,N|soort|ev|basis|onz|stan,Noun,quest
3334,gedumpt,3065,VERB,WW|vd|vrij|zonder,Verb,dumped
3335,terugkeren,3063,VERB,WW|pv|tgw|mv,Verb,return
3336,discussie,3062,NOUN,N|soort|ev|basis|zijd|stan,Noun,discussion
3337,heuvel,3062,NOUN,N|soort|ev|basis|zijd|stan,Noun,hill
3338,avenue,3060,NOUN,N|soort|ev|basis|zijd|stan,Noun,avenue
3339,nut,3058,NOUN,N|soort|ev|basis|onz|stan,Noun,useful
3340,lust,3056,NOUN,N|soort|ev|basis|zijd|stan,Noun,lust
3341,patroon,3054,NOUN,N|soort|ev|basis|onz|stan,Noun,cartridge
3342,bestemming,3053,NOUN,N|soort|ev|basis|zijd|stan,Noun,destination
3343,dient,3052,VERB,WW|pv|tgw|met-t,Verb,serves
3344,verzonnen,3052,VERB,WW|inf|vrij|zonder,Verb,fictional
3345,wegging,3049,NOUN,N|soort|ev|basis|zijd|stan,Noun,left
3346,Kirk,3048,PROPN,SPEC|deeleigen,Proper noun,Kirk
3347,turner,3046,NOUN,N|soort|ev|basis|zijd|stan,Noun,gymnast
3348,gespannen,3046,ADJ,ADJ|nom|basis|met-e|mv-n,Adjective,stretched
3349,besefte,3044,VERB,WW|pv|verl|ev,Verb,realized
3350,bloeddruk,3043,NOUN,N|soort|ev|basis|zijd|stan,Noun,blood pressure
3351,bevindt,3042,VERB,WW|pv|tgw|met-t,Verb,located
3352,nachten,3041,VERB,WW|vd|vrij|zonder,Verb,nights
3353,stervende,3040,VERB,WW|od|prenom|met-e,Verb,dying
3354,beleefd,3039,VERB,WW|vd|vrij|zonder,Verb,polite
3355,neuk,3039,ADJ,ADJ|vrij|basis|zonder,Adjective,fuck
3356,hol,3038,ADJ,ADJ|prenom|basis|zonder,Adjective,hollow
3357,oordeel,3037,NOUN,N|soort|ev|basis|onz|stan,Noun,judgement
3358,ontploffen,3037,VERB,WW|inf|vrij|zonder,Verb,explode
3359,eerwaarde,3034,VERB,WW|pv|verl|ev,Verb,reverend
3360,knie,3031,NOUN,N|soort|ev|basis|zijd|stan,Noun,knee
3361,Nina,3030,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Nina
3362,buitenaardse,3030,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,extraterrestrial
3363,lieveling,3028,NOUN,N|soort|ev|basis|zijd|stan,Noun,Darling
3364,demonen,3027,VERB,WW|pv|tgw|mv,Verb,demons
3365,studio,3026,NOUN,N|soort|ev|basis|zijd|stan,Noun,studio
3366,lawaai,3024,NOUN,N|soort|ev|basis|zijd|stan,Noun,noise
3367,gehele,3021,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,whole
3368,verplaatst,3021,VERB,WW|vd|vrij|zonder,Verb,moved
3369,waag,3021,NOUN,N|soort|ev|basis|zijd|stan,Noun,venture
3370,college,3019,NOUN,N|soort|ev|basis|onz|stan,Noun,college
3371,pagina,3017,SYM,SPEC|vreemd,Symbol,page
3372,passie,3017,NOUN,N|soort|ev|basis|zijd|stan,Noun,passion
3373,mietje,3016,NOUN,N|soort|ev|dim|onz|stan,Noun,sissy
3374,Oliver,3015,NOUN,N|soort|ev|basis|zijd|stan,Noun,Oliver
3375,verspillen,3014,VERB,WW|pv|tgw|mv,Verb,waste
3376,lessen,3010,NOUN,N|soort|mv|basis,Noun,classes
3377,zonden,3009,NOUN,N|soort|mv|basis,Noun,sins
3378,techniek,3006,NOUN,N|soort|ev|basis|zijd|stan,Noun,technology
3379,relax,3004,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,relax
3380,cirkel,3004,NOUN,N|soort|ev|basis|zijd|stan,Noun,circle
3381,gebeten,3003,VERB,WW|vd|vrij|zonder,Verb,bitten
3382,natuurlijke,3003,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,natural
3383,veronderstel,3003,NOUN,N|soort|ev|basis|onz|stan,Noun,suppose
3384,applaus,3002,NOUN,N|soort|ev|basis|onz|stan,Noun,applause
3385,schoonmaken,3002,VERB,WW|inf|nom|zonder|zonder-n,Verb,to clean
3386,kooi,3002,NOUN,N|soort|ev|basis|zijd|stan,Noun,cage
3387,doodsbang,2998,NOUN,N|soort|ev|basis|zijd|stan,Noun,terrified
3388,India,2998,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,India
3389,riskeren,2996,NOUN,N|soort|mv|basis,Noun,risk
3390,brandstof,2995,NOUN,N|soort|ev|basis|zijd|stan,Noun,fuel
3391,veertig,2991,NUM,TW|hoofd|vrij,Numeral,forty
3392,voeden,2989,VERB,WW|pv|tgw|mv,Verb,to feed
3393,betekende,2985,VERB,WW|pv|verl|ev,Verb,meant
3394,grazen,2983,VERB,WW|vd|vrij|zonder,Verb,graze
3395,haatte,2983,VERB,WW|pv|verl|ev,Verb,hated
3396,gewapend,2983,VERB,WW|vd|vrij|zonder,Verb,armed
3397,pure,2982,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,pure
3398,verrot,2982,VERB,WW|vd|vrij|zonder,Verb,rotten
3399,planten,2981,NOUN,N|soort|mv|basis,Noun,plants
3400,droomde,2981,VERB,WW|pv|verl|ev,Verb,dreamed
3401,eikels,2979,NOUN,N|soort|mv|basis,Noun,jerks
3402,vrijgelaten,2977,VERB,WW|vd|vrij|zonder,Verb,released
3403,bloem,2975,VERB,WW|pv|tgw|ev,Verb,flower
3404,wreed,2975,ADJ,ADJ|vrij|basis|zonder,Adjective,cruel
3405,groeit,2974,VERB,WW|pv|tgw|met-t,Verb,grows
3406,wall,2973,PROPN,SPEC|deeleigen,Proper noun,wall
3407,gebeurtenissen,2972,NOUN,N|soort|mv|basis,Noun,events
3408,beslag,2969,NOUN,N|soort|ev|basis|onz|stan,Noun,seizure
3409,voortaan,2965,ADV,BW,Adverb,henceforth
3410,gemerkt,2965,VERB,WW|pv|tgw|met-t,Verb,marked
3411,achtergrond,2964,NOUN,N|soort|ev|basis|zijd|stan,Noun,background
3412,keuzes,2964,NOUN,N|soort|mv|basis,Noun,choices
3413,oproep,2963,NOUN,N|soort|ev|basis|zijd|stan,Noun,call
3414,Willie,2963,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Willie
3415,goedendag,2962,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Good day
3416,bemoei,2961,NOUN,N|soort|ev|basis|zijd|stan,Noun,meddle
3417,wetenschapper,2961,NOUN,N|soort|ev|basis|zijd|stan,Noun,scientist
3418,kok,2961,PROPN,WW|pv|verl|ev,Proper noun,cook
3419,pikken,2961,NOUN,N|soort|mv|basis,Noun,peck
3420,toestel,2959,NOUN,N|soort|ev|basis|onz|stan,Noun,device
3421,afval,2958,NOUN,N|soort|ev|basis|onz|stan,Noun,waste
3422,Santa,2958,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Santa
3423,criminelen,2958,NOUN,N|soort|mv|basis,Noun,criminals
3424,daag,2958,ADJ,ADJ|vrij|basis|zonder,Adjective,bye
3425,naaien,2957,ADV,BW,Adverb,sew
3426,verpleegster,2956,NOUN,N|soort|ev|basis|zijd|stan,Noun,nurse
3427,rots,2955,ADJ,ADJ|vrij|basis|zonder,Adjective,rock
3428,terugbrengen,2954,NOUN,N|soort|mv|basis,Noun,return
3429,crisis,2954,NOUN,N|soort|ev|basis|zijd|stan,Noun,crisis
3430,uzelf,2951,PRON,BW,Pronoun,yourself
3431,genaaid,2950,VERB,WW|vd|vrij|zonder,Verb,screwed
3432,Veronica,2949,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Veronica
3433,herkent,2948,VERB,WW|pv|tgw|met-t,Verb,recognizes
3434,jonger,2947,ADJ,ADJ|vrij|comp|zonder,Adjective,younger
3435,um,2947,SYM,SPEC|symb,Symbol,um
3436,realiseerde,2947,VERB,WW|pv|verl|ev,Verb,realized
3437,journalist,2947,NOUN,N|soort|ev|basis|zijd|stan,Noun,journalist
3438,risico's,2946,NOUN,N|soort|mv|basis,Noun,risks
3439,voertuig,2945,NOUN,N|soort|ev|basis|onz|stan,Noun,vehicle
3440,overlevenden,2945,NOUN,N|soort|mv|basis,Noun,survivors
3441,karakter,2945,NOUN,N|soort|ev|basis|onz|stan,Noun,character
3442,besmet,2944,NOUN,N|soort|ev|basis|zijd|stan,Noun,infected
3443,Diego,2944,PROPN,SPEC|deeleigen,Proper noun,Diego
3444,loon,2941,NOUN,N|soort|ev|basis|onz|stan,Noun,wage
3445,trouwt,2937,VERB,WW|pv|tgw|met-t,Verb,gets married
3446,machtige,2937,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,mighty
3447,volhouden,2935,VERB,WW|inf|nom|zonder|zonder-n,Verb,to persevere
3448,online,2935,ADJ,ADJ|vrij|basis|zonder,Adjective,online
3449,long,2933,VERB,WW|pv|verl|ev,Verb,lung
3450,identificeren,2931,VERB,WW|pv|tgw|mv,Verb,identify
3451,oudste,2930,ADJ,ADJ|prenom|sup|met-e|stan,Adjective,eldest
3452,Ned,2928,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Dutch
3453,pan,2927,NOUN,N|soort|ev|basis|zijd|stan,Noun,pan
3454,augustus,2927,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,August
3455,starfleet,2926,NOUN,N|soort|ev|basis|zijd|stan,Noun,starfleet
3456,centimeter,2924,NOUN,N|soort|ev|basis|zijd|stan,Noun,centimeters
3457,explosieven,2924,NOUN,N|soort|mv|basis,Noun,explosives
3458,greep,2923,VERB,WW|pv|verl|ev,Verb,grip
3459,staf,2922,NOUN,N|soort|ev|basis|zijd|stan,Noun,staff
3460,duistere,2922,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,dark
3461,toppers,2922,NOUN,N|soort|mv|basis,Noun,toppers
3462,gokken,2920,VERB,WW|inf|vrij|zonder,Verb,gamble
3463,gekleed,2920,VERB,WW|vd|vrij|zonder,Verb,dressed
3464,Mason,2919,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Mason
3465,county,2918,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,county
3466,monica,2918,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,monica
3467,studie,2917,NOUN,N|soort|ev|basis|zijd|stan,Noun,study
3468,bevrijd,2915,VERB,WW|vd|vrij|zonder,Verb,liberated
3469,wii,2915,ADJ,ADJ|vrij|basis|zonder,Adjective,wii
3470,neger,2915,ADJ,ADJ|vrij|comp|zonder,Adjective,nigger
3471,zenuwen,2912,NOUN,N|soort|mv|basis,Noun,nerves
3472,gereedschap,2912,NOUN,N|soort|ev|basis|zijd|stan,Noun,tools
3473,pissen,2908,PROPN,N|eigen|mv|basis,Proper noun,piss
3474,juni,2906,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,June
3475,mei,2905,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,May
3476,wonden,2904,NOUN,N|soort|mv|basis,Noun,wounds
3477,doodgeschoten,2903,VERB,WW|vd|vrij|zonder,Verb,shot dead
3478,commentaar,2903,NOUN,N|soort|ev|basis|onz|stan,Noun,commentary
3479,periode,2903,NOUN,N|soort|ev|basis|zijd|stan,Noun,period
3480,inpakken,2901,VERB,ADJ|nom|basis|met-e|mv-n,Verb,packing up
3481,temperatuur,2900,NOUN,N|soort|ev|basis|zijd|stan,Noun,temperature
3482,verplicht,2898,VERB,WW|vd|vrij|zonder,Verb,obliged
3483,uitslag,2897,NOUN,N|soort|ev|basis|zijd|stan,Noun,rash
3484,frisse,2896,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,fresh
3485,langskomen,2893,NOUN,N|soort|mv|basis,Noun,come
3486,plastic,2893,NOUN,N|soort|ev|basis|onz|stan,Noun,plastic
3487,verspreid,2892,VERB,WW|vd|vrij|zonder,Verb,Scattered
3488,goedkoop,2892,ADJ,ADJ|vrij|basis|zonder,Adjective,cheap
3489,tweeling,2891,NOUN,N|soort|ev|basis|zijd|stan,Noun,twin
3490,sectie,2890,NOUN,N|soort|ev|basis|zijd|stan,Noun,section
3491,procedure,2889,NOUN,N|soort|ev|basis|zijd|stan,Noun,procedure
3492,duw,2888,PROPN,SPEC|deeleigen,Proper noun,push
3493,actief,2883,ADJ,ADJ|vrij|basis|zonder,Adjective,active
3494,boze,2882,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,angry
3495,jasje,2882,NOUN,N|soort|ev|dim|onz|stan,Noun,jacket
3496,ongelukkig,2880,ADJ,ADJ|vrij|basis|zonder,Adjective,unhappy
3497,koelkast,2880,NOUN,N|soort|ev|basis|zijd|stan,Noun,refrigerator
3498,infectie,2880,NOUN,N|soort|ev|basis|zijd|stan,Noun,infection
3499,behouden,2879,VERB,WW|pv|tgw|mv,Verb,retain
3500,profiel,2879,NOUN,N|soort|ev|basis|onz|stan,Noun,profile
3501,schulden,2879,NOUN,N|soort|mv|basis,Noun,debts
3502,aandelen,2878,NOUN,N|soort|mv|basis,Noun,shares
3503,riep,2877,VERB,WW|pv|verl|ev,Verb,called out
3504,riem,2876,NOUN,N|soort|ev|basis|onz|stan,Noun,Belt
3505,echo,2876,NUM,TW|hoofd|nom|mv-n|basis,Numeral,echo
3506,huil,2876,NOUN,N|soort|ev|basis|zijd|stan,Noun,cry
3507,schreeuw,2875,NOUN,N|soort|ev|basis|zijd|stan,Noun,shout
3508,logboek,2873,NOUN,N|soort|ev|basis|onz|stan,Noun,log
3509,laarzen,2870,NOUN,N|soort|mv|basis,Noun,boots
3510,glazen,2869,NOUN,N|soort|mv|basis,Noun,glasses
3511,schamen,2869,VERB,WW|inf|vrij|zonder,Verb,ashamed
3512,tof,2867,ADV,BW,Adverb,cool
3513,favoriet,2865,NOUN,ADJ|vrij|basis|zonder,Noun,favorite
3514,apart,2864,ADJ,ADJ|vrij|basis|zonder,Adjective,separate
3515,gijzelaars,2864,NOUN,N|soort|mv|basis,Noun,hostages
3516,gefaald,2863,VERB,WW|vd|vrij|zonder,Verb,failed
3517,Victoria,2863,SYM,SPEC|vreemd,Symbol,Victoria
3518,emotioneel,2862,ADJ,ADJ|vrij|basis|zonder,Adjective,emotional
3519,kwijtgeraakt,2861,VERB,WW|vd|vrij|zonder,Verb,lost
3520,motief,2861,NOUN,N|soort|ev|basis|onz|stan,Noun,motive
3521,militair,2860,ADJ,ADJ|vrij|basis|zonder,Adjective,military
3522,Curtis,2860,PROPN,N|eigen|ev|basis|genus|stan,Proper noun,Curtis
3523,voorbereiden,2858,VERB,WW|pv|tgw|mv,Verb,to prepare
3524,schuur,2858,NOUN,N|soort|ev|basis|zijd|stan,Noun,barn
3525,portemonnee,2857,NOUN,N|soort|ev|basis|zijd|stan,Noun,wallet
3526,wiskunde,2857,NOUN,N|soort|ev|basis|zijd|stan,Noun,math
3527,snoep,2857,NOUN,N|soort|ev|basis|zijd|stan,Noun,sweets
3528,stevig,2856,ADJ,ADJ|vrij|basis|zonder,Adjective,firm
3529,privacy,2853,NOUN,N|soort|ev|basis|onz|stan,Noun,privacy
3530,service,2853,SYM,SPEC|vreemd,Symbol,service
3531,accepteer,2853,NOUN,N|soort|ev|basis|onz|stan,Noun,accept
3532,populair,2851,ADJ,ADJ|vrij|basis|zonder,Adjective,popular
3533,koninklijke,2848,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,royal
3534,kindje,2846,NOUN,N|soort|ev|dim|onz|stan,Noun,baby
3535,benieuwd,2845,ADJ,ADJ|vrij|basis|zonder,Adjective,curious
3536,verzeker,2845,ADJ,ADJ|vrij|comp|zonder,Adjective,insure
3537,senaat,2845,NOUN,N|soort|ev|basis|zijd|stan,Noun,Senate
3538,Sid,2845,VERB,N|soort|mv|basis,Verb,Sid
3539,winkelen,2844,VERB,WW|inf|vrij|zonder,Verb,shop
3540,voorgesteld,2844,VERB,WW|vd|vrij|zonder,Verb,suggested
3541,Manhattan,2843,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Manhattan
3542,internationale,2841,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,International
3543,juli,2840,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,July
3544,ervaren,2840,VERB,WW|pv|tgw|mv,Verb,experienced
3545,weigeren,2836,VERB,WW|pv|tgw|mv,Verb,to refuse
3546,rob,2835,PROPN,SPEC|deeleigen,Proper noun,rob
3547,hoofdstuk,2834,NOUN,N|soort|ev|basis|onz|stan,Noun,chapter
3548,toegestaan,2834,VERB,WW|vd|vrij|zonder,Verb,Allowed
3549,toestaan,2833,VERB,WW|inf|vrij|zonder,Verb,allow
3550,naderen,2833,VERB,WW|pv|tgw|mv,Verb,approaching
3551,openbare,2831,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,public
3552,steelt,2831,VERB,WW|pv|tgw|met-t,Verb,steal
3553,heerlijke,2831,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,delicious
3554,doorgeven,2829,VERB,WW|pv|tgw|mv,Verb,pass along
3555,incident,2828,NOUN,N|soort|ev|basis|onz|stan,Noun,incident
3556,douchen,2828,VERB,WW|inf|vrij|zonder,Verb,shower
3557,all-in-one,2826,SYM,SPEC|vreemd,Symbol,all in one
3558,bedreigd,2826,VERB,WW|vd|vrij|zonder,Verb,threatened
3559,reeds,2822,ADV,BW,Adverb,already
3560,Duke,2822,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Duke
3561,geleefd,2820,VERB,WW|vd|vrij|zonder,Verb,lived
3562,kleintje,2819,NOUN,N|soort|ev|dim|onz|stan,Noun,Shorty
3563,noemden,2819,VERB,WW|pv|verl|mv,Verb,mentioned
3564,oktober,2819,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,October
3565,geslaagd,2818,VERB,WW|vd|vrij|zonder,Verb,passed
3566,Führer,2816,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Fuhrer
3567,heroïne,2814,NOUN,N|soort|ev|basis|zijd|stan,Noun,heroin
3568,verloofd,2814,VERB,WW|vd|vrij|zonder,Verb,engaged
3569,opzet,2811,NOUN,N|soort|ev|basis|genus|stan,Noun,intent
3570,misdaden,2808,VERB,WW|inf|vrij|zonder,Verb,crimes
3571,delta,2807,NOUN,N|soort|ev|basis|zijd|stan,Noun,delta
3572,star,2806,SYM,SPEC|vreemd,Symbol,rigid
3573,vervloekt,2804,VERB,WW|pv|tgw|met-t,Verb,accursed
3574,achteraan,2804,ADP,VZ|fin,Preposition,at the back
3575,verbergt,2804,VERB,WW|pv|tgw|met-t,Verb,hides
3576,gestoorde,2803,VERB,WW|vd|prenom|met-e,Verb,crazy
3577,passagiers,2803,NOUN,N|soort|mv|basis,Noun,passengers
3578,heelal,2801,NOUN,N|soort|ev|basis|zijd|stan,Noun,universe
3579,bloedt,2798,VERB,WW|pv|tgw|met-t,Verb,bleeds
3580,gestraft,2797,NOUN,N|soort|mv|basis,Noun,punished
